source_node_id,target_node_id,relationship_type,efficacy_score,strength_of_evidence,recommended_dosage_range,contraindications,synergistic_herbs
1,1009,herb_treats_condition,0.66,Medium,100-250mg,None,"Tulsi, Ginger"
1,1010,herb_treats_condition,0.72,Low,50-100mg,Pregnancy,"Amla, Haritaki"
1,1012,herb_treats_condition,0.85,Low,50-100mg,Pregnancy,"Ashwagandha, Brahmi"
1,1013,herb_treats_condition,0.92,High,100-250mg,None,"Tulsi, Ginger"
1,1015,herb_treats_condition,0.73,Low,50-100mg,Pitta excess,"Ashwagandha, Brahmi"
1,1019,herb_treats_condition,0.91,Medium,250-500mg,None,"Ashwagandha, Brahmi"
1,1020,herb_treats_condition,0.68,Low,50-100mg,Pitta excess,"Triphala, Haritaki"
1,1022,herb_treats_condition,0.75,Medium,1-3g,Bleeding disorders,"Ashwagandha, Brahmi"
1,1023,herb_treats_condition,0.76,Medium,100-250mg,Pregnancy,"Guggulu, Shallaki"
1,1024,herb_treats_condition,0.77,Medium,250-500mg,None,"Guggulu, Shallaki"
1,1026,herb_treats_condition,0.89,High,100-250mg,Pregnancy,"Triphala, Haritaki"
1,1027,herb_treats_condition,0.86,Low,100-250mg,Pregnancy,"Guggulu, Shallaki"
1,1028,herb_treats_condition,0.92,Medium,1-3g,None,"Triphala, Haritaki"
1,1029,herb_treats_condition,0.83,Medium,1-3g,Pregnancy,"Triphala, Haritaki"
1,1030,herb_treats_condition,0.79,Medium,50-100mg,None,"Guggulu, Shallaki"
1,1031,herb_treats_condition,0.66,Medium,250-500mg,Pregnancy,"Amla, Haritaki"
1,1032,herb_treats_condition,0.88,High,1-3g,Pitta excess,"Tulsi, Ginger"
1,1033,herb_treats_condition,0.81,High,1-3g,Pregnancy,"Guggulu, Shallaki"
1,1034,herb_treats_condition,0.85,Low,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,1035,herb_treats_condition,0.69,High,1-3g,Pregnancy,"Ashwagandha, Brahmi"
1,1036,herb_treats_condition,0.84,Low,1-3g,None,"Guggulu, Shallaki"
1,1037,herb_treats_condition,0.91,Low,500-1000mg,Bleeding disorders,"Triphala, Haritaki"
1,1038,herb_treats_condition,0.75,Medium,50-100mg,Pitta excess,"Amla, Haritaki"
1,1039,herb_treats_condition,0.84,Medium,100-250mg,Pregnancy,"Guggulu, Shallaki"
1,1043,herb_treats_condition,0.78,High,500-1000mg,Pregnancy,"Guggulu, Shallaki"
1,1044,herb_treats_condition,0.78,Low,500-1000mg,Pregnancy,"Ashwagandha, Brahmi"
1,1045,herb_treats_condition,0.77,Low,1-3g,Pregnancy,"Ashwagandha, Brahmi"
1,1046,herb_treats_condition,0.89,High,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,1047,herb_treats_condition,0.94,Medium,50-100mg,Pitta excess,"Guggulu, Shallaki"
1,1048,herb_treats_condition,0.75,High,1-3g,None,"Tulsi, Ginger"
1,1049,herb_treats_condition,0.86,Low,50-100mg,Pitta excess,"Ashwagandha, Brahmi"
1,1051,herb_treats_condition,0.75,High,250-500mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1053,herb_treats_condition,0.66,Low,500-1000mg,Pitta excess,"Guggulu, Shallaki"
1,1054,herb_treats_condition,0.68,High,100-250mg,Pitta excess,"Ashwagandha, Brahmi"
1,1055,herb_treats_condition,0.93,Medium,100-250mg,None,"Triphala, Haritaki"
1,1057,herb_treats_condition,0.87,Low,500-1000mg,Pregnancy,"Amla, Haritaki"
1,1058,herb_treats_condition,0.69,Medium,500-1000mg,Pitta excess,"Guggulu, Shallaki"
1,1059,herb_treats_condition,0.65,High,50-100mg,None,"Amla, Haritaki"
1,1060,herb_treats_condition,0.79,High,100-250mg,Pitta excess,"Triphala, Haritaki"
1,1061,herb_treats_condition,0.68,High,1-3g,Bleeding disorders,"Amla, Haritaki"
1,1062,herb_treats_condition,0.91,Medium,1-3g,Pitta excess,"Tulsi, Ginger"
1,1063,herb_treats_condition,0.77,Medium,250-500mg,None,"Triphala, Haritaki"
1,1064,herb_treats_condition,0.69,High,1-3g,Bleeding disorders,"Amla, Haritaki"
1,1065,herb_treats_condition,0.91,High,1-3g,Pitta excess,"Triphala, Haritaki"
1,1066,herb_treats_condition,0.71,High,250-500mg,Bleeding disorders,"Triphala, Haritaki"
1,1067,herb_treats_condition,0.94,High,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1068,herb_treats_condition,0.88,High,500-1000mg,None,"Amla, Haritaki"
1,1071,herb_treats_condition,0.74,Medium,50-100mg,Pregnancy,"Ashwagandha, Brahmi"
1,1072,herb_treats_condition,0.76,Low,50-100mg,Pitta excess,"Tulsi, Ginger"
1,1073,herb_treats_condition,0.88,Low,250-500mg,Bleeding disorders,"Triphala, Haritaki"
1,1074,herb_treats_condition,0.9,High,250-500mg,Pitta excess,"Amla, Haritaki"
1,1075,herb_treats_condition,0.66,Medium,50-100mg,Pitta excess,"Amla, Haritaki"
1,1078,herb_treats_condition,0.77,High,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,1079,herb_treats_condition,0.77,High,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,1080,herb_treats_condition,0.87,Low,1-3g,None,"Triphala, Haritaki"
1,1081,herb_treats_condition,0.92,High,250-500mg,Pitta excess,"Triphala, Haritaki"
1,1082,herb_treats_condition,0.74,Low,50-100mg,Pitta excess,"Triphala, Haritaki"
1,1083,herb_treats_condition,0.87,Low,500-1000mg,Pregnancy,"Guggulu, Shallaki"
1,1085,herb_treats_condition,0.73,Medium,100-250mg,Pitta excess,"Amla, Haritaki"
1,1087,herb_treats_condition,0.9,Low,250-500mg,None,"Triphala, Haritaki"
1,1088,herb_treats_condition,0.66,Medium,1-3g,Pregnancy,"Amla, Haritaki"
1,1089,herb_treats_condition,0.9,Medium,500-1000mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1090,herb_treats_condition,0.89,Medium,1-3g,Pitta excess,"Triphala, Haritaki"
1,1093,herb_treats_condition,0.81,High,100-250mg,None,"Amla, Haritaki"
1,1094,herb_treats_condition,0.81,Low,250-500mg,Pitta excess,"Triphala, Haritaki"
1,1095,herb_treats_condition,0.85,Medium,250-500mg,Bleeding disorders,"Triphala, Haritaki"
1,1096,herb_treats_condition,0.94,High,1-3g,None,"Amla, Haritaki"
1,1098,herb_treats_condition,0.9,High,50-100mg,Pregnancy,"Tulsi, Ginger"
1,1099,herb_treats_condition,0.78,High,1-3g,Pitta excess,"Ashwagandha, Brahmi"
1,1100,herb_treats_condition,0.85,Medium,500-1000mg,Pregnancy,"Guggulu, Shallaki"
1,1103,herb_treats_condition,0.73,High,250-500mg,Pregnancy,"Amla, Haritaki"
1,1104,herb_treats_condition,0.9,Medium,1-3g,None,"Guggulu, Shallaki"
1,1105,herb_treats_condition,0.66,High,100-250mg,Bleeding disorders,"Amla, Haritaki"
1,1106,herb_treats_condition,0.67,Low,100-250mg,Pregnancy,"Ashwagandha, Brahmi"
1,1108,herb_treats_condition,0.71,High,100-250mg,None,"Ashwagandha, Brahmi"
1,1109,herb_treats_condition,0.71,High,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,1111,herb_treats_condition,0.66,High,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,1113,herb_treats_condition,0.67,Low,250-500mg,Pregnancy,"Amla, Haritaki"
1,1114,herb_treats_condition,0.9,Medium,500-1000mg,None,"Guggulu, Shallaki"
1,1115,herb_treats_condition,0.84,Medium,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,1117,herb_treats_condition,0.85,High,50-100mg,Pregnancy,"Amla, Haritaki"
1,1118,herb_treats_condition,0.66,Low,250-500mg,Pregnancy,"Tulsi, Ginger"
1,1120,herb_treats_condition,0.89,Medium,1-3g,Pregnancy,"Tulsi, Ginger"
1,1121,herb_treats_condition,0.88,Medium,500-1000mg,None,"Ashwagandha, Brahmi"
1,1122,herb_treats_condition,0.79,High,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,1123,herb_treats_condition,0.89,High,250-500mg,Pitta excess,"Tulsi, Ginger"
1,1124,herb_treats_condition,0.85,High,250-500mg,Pregnancy,"Amla, Haritaki"
1,1125,herb_treats_condition,0.91,Low,50-100mg,Pregnancy,"Ashwagandha, Brahmi"
1,1127,herb_treats_condition,0.82,Medium,1-3g,Pregnancy,"Tulsi, Ginger"
1,1128,herb_treats_condition,0.71,High,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,1130,herb_treats_condition,0.92,High,100-250mg,Pitta excess,"Triphala, Haritaki"
1,1132,herb_treats_condition,0.72,Medium,100-250mg,Pregnancy,"Triphala, Haritaki"
1,1133,herb_treats_condition,0.85,High,50-100mg,None,"Amla, Haritaki"
1,1134,herb_treats_condition,0.67,High,50-100mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1135,herb_treats_condition,0.71,High,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,1137,herb_treats_condition,0.69,High,100-250mg,Pregnancy,"Tulsi, Ginger"
1,1138,herb_treats_condition,0.84,Low,250-500mg,None,"Guggulu, Shallaki"
1,1139,herb_treats_condition,0.75,High,250-500mg,Pitta excess,"Amla, Haritaki"
1,1140,herb_treats_condition,0.82,Medium,500-1000mg,Pitta excess,"Ashwagandha, Brahmi"
1,1143,herb_treats_condition,0.74,Low,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,1144,herb_treats_condition,0.69,High,250-500mg,None,"Guggulu, Shallaki"
1,1145,herb_treats_condition,0.78,Medium,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,1146,herb_treats_condition,0.84,Low,250-500mg,Pitta excess,"Amla, Haritaki"
1,1147,herb_treats_condition,0.71,High,50-100mg,Pregnancy,"Ashwagandha, Brahmi"
1,1148,herb_treats_condition,0.9,High,50-100mg,None,"Amla, Haritaki"
1,1149,herb_treats_condition,0.71,Low,1-3g,Bleeding disorders,"Amla, Haritaki"
1,1150,herb_treats_condition,0.92,High,500-1000mg,Pitta excess,"Tulsi, Ginger"
1,1151,herb_treats_condition,0.77,High,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,1152,herb_treats_condition,0.8,Low,500-1000mg,Bleeding disorders,"Amla, Haritaki"
1,1154,herb_treats_condition,0.65,Low,1-3g,Pitta excess,"Amla, Haritaki"
1,1155,herb_treats_condition,0.69,Low,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,1156,herb_treats_condition,0.93,Low,100-250mg,None,"Triphala, Haritaki"
1,1158,herb_treats_condition,0.67,Medium,100-250mg,Pregnancy,"Triphala, Haritaki"
1,1159,herb_treats_condition,0.81,Medium,500-1000mg,None,"Guggulu, Shallaki"
1,1161,herb_treats_condition,0.91,Low,250-500mg,Pregnancy,"Amla, Haritaki"
1,1162,herb_treats_condition,0.84,Medium,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,1163,herb_treats_condition,0.85,Medium,1-3g,Pregnancy,"Amla, Haritaki"
1,1164,herb_treats_condition,0.73,Low,1-3g,None,"Tulsi, Ginger"
1,1165,herb_treats_condition,0.9,Medium,500-1000mg,None,"Amla, Haritaki"
1,1166,herb_treats_condition,0.65,Low,500-1000mg,Pitta excess,"Triphala, Haritaki"
1,1167,herb_treats_condition,0.67,High,250-500mg,Pitta excess,"Triphala, Haritaki"
1,1168,herb_treats_condition,0.71,Medium,1-3g,Pregnancy,"Triphala, Haritaki"
1,1169,herb_treats_condition,0.77,Medium,50-100mg,None,"Guggulu, Shallaki"
1,1170,herb_treats_condition,0.79,High,100-250mg,None,"Ashwagandha, Brahmi"
1,1171,herb_treats_condition,0.72,Low,1-3g,Pitta excess,"Triphala, Haritaki"
1,1173,herb_treats_condition,0.84,Low,1-3g,Pitta excess,"Ashwagandha, Brahmi"
1,1174,herb_treats_condition,0.7,Low,1-3g,None,"Amla, Haritaki"
1,1175,herb_treats_condition,0.94,High,50-100mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1177,herb_treats_condition,0.71,High,500-1000mg,None,"Triphala, Haritaki"
1,1178,herb_treats_condition,0.72,Medium,1-3g,Pitta excess,"Amla, Haritaki"
1,1179,herb_treats_condition,0.9,Low,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,1180,herb_treats_condition,0.87,Medium,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,1181,herb_treats_condition,0.76,Low,50-100mg,Pregnancy,"Triphala, Haritaki"
1,1185,herb_treats_condition,0.81,High,500-1000mg,Pitta excess,"Amla, Haritaki"
1,1187,herb_treats_condition,0.68,Medium,1-3g,Pregnancy,"Amla, Haritaki"
1,1188,herb_treats_condition,0.8,Low,50-100mg,None,"Triphala, Haritaki"
1,1191,herb_treats_condition,0.92,High,50-100mg,None,"Amla, Haritaki"
1,1193,herb_treats_condition,0.78,Low,1-3g,None,"Triphala, Haritaki"
1,1194,herb_treats_condition,0.93,Medium,500-1000mg,Bleeding disorders,"Amla, Haritaki"
1,1195,herb_treats_condition,0.89,High,1-3g,Pregnancy,"Guggulu, Shallaki"
1,1196,herb_treats_condition,0.69,Medium,100-250mg,Pregnancy,"Tulsi, Ginger"
1,1197,herb_treats_condition,0.83,High,500-1000mg,Bleeding disorders,"Triphala, Haritaki"
1,1198,herb_treats_condition,0.65,High,50-100mg,Pregnancy,"Amla, Haritaki"
1,1199,herb_treats_condition,0.65,High,100-250mg,Bleeding disorders,"Guggulu, Shallaki"
1,1200,herb_treats_condition,0.76,Low,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,1202,herb_treats_condition,0.91,Medium,1-3g,Bleeding disorders,"Amla, Haritaki"
1,1203,herb_treats_condition,0.73,High,500-1000mg,Pitta excess,"Guggulu, Shallaki"
1,1204,herb_treats_condition,0.82,High,500-1000mg,Pitta excess,"Tulsi, Ginger"
1,1205,herb_treats_condition,0.82,Medium,250-500mg,Bleeding disorders,"Amla, Haritaki"
1,1206,herb_treats_condition,0.75,High,500-1000mg,Pitta excess,"Ashwagandha, Brahmi"
1,1207,herb_treats_condition,0.87,Medium,100-250mg,Pregnancy,"Triphala, Haritaki"
1,1208,herb_treats_condition,0.8,Medium,1-3g,Pregnancy,"Triphala, Haritaki"
1,1209,herb_treats_condition,0.77,High,50-100mg,Pregnancy,"Triphala, Haritaki"
1,1210,herb_treats_condition,0.79,High,500-1000mg,Pregnancy,"Ashwagandha, Brahmi"
1,1211,herb_treats_condition,0.73,Medium,50-100mg,Pregnancy,"Guggulu, Shallaki"
1,1212,herb_treats_condition,0.93,Medium,1-3g,Bleeding disorders,"Amla, Haritaki"
1,1213,herb_treats_condition,0.67,Low,500-1000mg,None,"Ashwagandha, Brahmi"
1,1214,herb_treats_condition,0.71,High,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,1215,herb_treats_condition,0.66,High,1-3g,Pitta excess,"Amla, Haritaki"
1,1216,herb_treats_condition,0.7,Low,250-500mg,Pitta excess,"Ashwagandha, Brahmi"
1,1217,herb_treats_condition,0.94,Low,250-500mg,None,"Tulsi, Ginger"
1,1218,herb_treats_condition,0.85,Medium,1-3g,Pitta excess,"Amla, Haritaki"
1,1219,herb_treats_condition,0.65,High,50-100mg,Pregnancy,"Amla, Haritaki"
1,1220,herb_treats_condition,0.74,High,1-3g,Bleeding disorders,"Tulsi, Ginger"
1,1221,herb_treats_condition,0.94,Medium,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,1223,herb_treats_condition,0.93,High,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,1224,herb_treats_condition,0.77,Low,1-3g,Pregnancy,"Amla, Haritaki"
1,1225,herb_treats_condition,0.74,Low,1-3g,Bleeding disorders,"Amla, Haritaki"
1,1226,herb_treats_condition,0.89,High,250-500mg,None,"Guggulu, Shallaki"
1,1227,herb_treats_condition,0.82,Low,250-500mg,None,"Guggulu, Shallaki"
1,1229,herb_treats_condition,0.92,Low,500-1000mg,Pregnancy,"Tulsi, Ginger"
1,1230,herb_treats_condition,0.67,High,100-250mg,Pitta excess,"Tulsi, Ginger"
1,1231,herb_treats_condition,0.77,Medium,1-3g,Pregnancy,"Tulsi, Ginger"
1,1232,herb_treats_condition,0.72,Low,500-1000mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1233,herb_treats_condition,0.82,Low,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,1234,herb_treats_condition,0.72,High,250-500mg,Pitta excess,"Triphala, Haritaki"
1,1235,herb_treats_condition,0.8,Low,100-250mg,Pitta excess,"Tulsi, Ginger"
1,1236,herb_treats_condition,0.71,Low,100-250mg,Bleeding disorders,"Triphala, Haritaki"
1,1237,herb_treats_condition,0.88,Low,50-100mg,None,"Amla, Haritaki"
1,1239,herb_treats_condition,0.65,High,50-100mg,None,"Tulsi, Ginger"
1,1241,herb_treats_condition,0.84,Medium,1-3g,Bleeding disorders,"Guggulu, Shallaki"
1,1242,herb_treats_condition,0.7,High,250-500mg,None,"Triphala, Haritaki"
1,1243,herb_treats_condition,0.88,Low,50-100mg,None,"Guggulu, Shallaki"
1,1244,herb_treats_condition,0.93,Low,1-3g,Bleeding disorders,"Guggulu, Shallaki"
1,1245,herb_treats_condition,0.91,Low,500-1000mg,Pregnancy,"Amla, Haritaki"
1,1246,herb_treats_condition,0.79,High,50-100mg,Pregnancy,"Triphala, Haritaki"
1,1247,herb_treats_condition,0.76,Low,250-500mg,Bleeding disorders,"Amla, Haritaki"
1,1248,herb_treats_condition,0.91,Low,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,1249,herb_treats_condition,0.73,High,250-500mg,Bleeding disorders,"Triphala, Haritaki"
1,1253,herb_treats_condition,0.8,Low,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,1256,herb_treats_condition,0.91,Medium,500-1000mg,Pitta excess,"Amla, Haritaki"
1,1258,herb_treats_condition,0.69,High,100-250mg,Pregnancy,"Tulsi, Ginger"
1,1259,herb_treats_condition,0.89,High,500-1000mg,None,"Triphala, Haritaki"
1,1260,herb_treats_condition,0.69,High,100-250mg,None,"Ashwagandha, Brahmi"
1,1261,herb_treats_condition,0.7,Medium,100-250mg,Bleeding disorders,"Guggulu, Shallaki"
1,1262,herb_treats_condition,0.74,High,1-3g,Pregnancy,"Guggulu, Shallaki"
1,1263,herb_treats_condition,0.68,Low,50-100mg,Pitta excess,"Tulsi, Ginger"
1,1264,herb_treats_condition,0.79,High,50-100mg,None,"Tulsi, Ginger"
1,1265,herb_treats_condition,0.73,Medium,1-3g,Bleeding disorders,"Tulsi, Ginger"
1,1266,herb_treats_condition,0.66,Low,250-500mg,Pitta excess,"Amla, Haritaki"
1,1267,herb_treats_condition,0.82,High,1-3g,Pitta excess,"Tulsi, Ginger"
1,1268,herb_treats_condition,0.76,High,1-3g,None,"Guggulu, Shallaki"
1,1269,herb_treats_condition,0.92,Medium,1-3g,Bleeding disorders,"Guggulu, Shallaki"
1,1271,herb_treats_condition,0.84,Low,100-250mg,Bleeding disorders,"Guggulu, Shallaki"
1,1272,herb_treats_condition,0.84,High,500-1000mg,Pregnancy,"Ashwagandha, Brahmi"
1,1273,herb_treats_condition,0.7,Low,250-500mg,Bleeding disorders,"Tulsi, Ginger"
1,1275,herb_treats_condition,0.86,High,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,1276,herb_treats_condition,0.88,Medium,1-3g,None,"Guggulu, Shallaki"
1,1277,herb_treats_condition,0.7,Low,100-250mg,Pitta excess,"Tulsi, Ginger"
1,1278,herb_treats_condition,0.93,High,50-100mg,Pitta excess,"Triphala, Haritaki"
1,1279,herb_treats_condition,0.77,Low,50-100mg,None,"Amla, Haritaki"
1,1280,herb_treats_condition,0.67,Medium,1-3g,Pregnancy,"Ashwagandha, Brahmi"
1,1281,herb_treats_condition,0.73,Low,50-100mg,None,"Tulsi, Ginger"
1,1282,herb_treats_condition,0.72,High,250-500mg,None,"Triphala, Haritaki"
1,1283,herb_treats_condition,0.69,Low,50-100mg,Pregnancy,"Tulsi, Ginger"
1,1284,herb_treats_condition,0.91,Medium,500-1000mg,None,"Amla, Haritaki"
1,1285,herb_treats_condition,0.93,High,500-1000mg,Pitta excess,"Amla, Haritaki"
1,1286,herb_treats_condition,0.7,High,500-1000mg,None,"Amla, Haritaki"
1,1288,herb_treats_condition,0.84,High,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,1289,herb_treats_condition,0.81,Low,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,1291,herb_treats_condition,0.77,Low,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,1292,herb_treats_condition,0.81,Low,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,1293,herb_treats_condition,0.81,High,500-1000mg,None,"Tulsi, Ginger"
1,1294,herb_treats_condition,0.65,Medium,250-500mg,Pitta excess,"Ashwagandha, Brahmi"
1,1295,herb_treats_condition,0.81,Low,500-1000mg,None,"Guggulu, Shallaki"
1,1297,herb_treats_condition,0.72,High,500-1000mg,None,"Triphala, Haritaki"
1,1299,herb_treats_condition,0.73,Medium,100-250mg,Bleeding disorders,"Tulsi, Ginger"
1,1300,herb_treats_condition,0.84,High,250-500mg,None,"Triphala, Haritaki"
1,1301,herb_treats_condition,0.91,Low,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1302,herb_treats_condition,0.84,High,500-1000mg,Bleeding disorders,"Amla, Haritaki"
1,1303,herb_treats_condition,0.8,Medium,50-100mg,Pitta excess,"Ashwagandha, Brahmi"
1,1305,herb_treats_condition,0.94,Low,100-250mg,Pregnancy,"Tulsi, Ginger"
1,1306,herb_treats_condition,0.73,High,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,1307,herb_treats_condition,0.68,Low,500-1000mg,Pitta excess,"Tulsi, Ginger"
1,1308,herb_treats_condition,0.78,Medium,250-500mg,None,"Ashwagandha, Brahmi"
1,1310,herb_treats_condition,0.75,Low,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,1311,herb_treats_condition,0.67,Medium,100-250mg,Pitta excess,"Tulsi, Ginger"
1,1312,herb_treats_condition,0.9,Low,50-100mg,Pitta excess,"Guggulu, Shallaki"
1,1313,herb_treats_condition,0.88,Medium,100-250mg,Pregnancy,"Triphala, Haritaki"
1,1315,herb_treats_condition,0.79,Low,1-3g,Pitta excess,"Guggulu, Shallaki"
1,1317,herb_treats_condition,0.77,Medium,250-500mg,Pitta excess,"Ashwagandha, Brahmi"
1,1318,herb_treats_condition,0.87,High,1-3g,Pregnancy,"Tulsi, Ginger"
1,1319,herb_treats_condition,0.79,Medium,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1320,herb_treats_condition,0.91,Low,50-100mg,Pitta excess,"Guggulu, Shallaki"
1,1322,herb_treats_condition,0.75,Low,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,1324,herb_treats_condition,0.89,Low,50-100mg,None,"Amla, Haritaki"
1,1325,herb_treats_condition,0.7,Low,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,1327,herb_treats_condition,0.68,High,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,1328,herb_treats_condition,0.76,Low,1-3g,Pregnancy,"Triphala, Haritaki"
1,1329,herb_treats_condition,0.8,Medium,1-3g,Bleeding disorders,"Guggulu, Shallaki"
1,1330,herb_treats_condition,0.87,Low,500-1000mg,Bleeding disorders,"Triphala, Haritaki"
1,1331,herb_treats_condition,0.73,Low,500-1000mg,None,"Amla, Haritaki"
1,1333,herb_treats_condition,0.74,High,500-1000mg,Pitta excess,"Amla, Haritaki"
1,1334,herb_treats_condition,0.71,Medium,250-500mg,None,"Tulsi, Ginger"
1,1335,herb_treats_condition,0.91,High,1-3g,Pitta excess,"Ashwagandha, Brahmi"
1,1336,herb_treats_condition,0.81,Medium,250-500mg,Bleeding disorders,"Amla, Haritaki"
1,1338,herb_treats_condition,0.76,Low,1-3g,None,"Triphala, Haritaki"
1,1339,herb_treats_condition,0.91,High,250-500mg,Pitta excess,"Tulsi, Ginger"
1,1342,herb_treats_condition,0.87,High,1-3g,None,"Triphala, Haritaki"
1,1343,herb_treats_condition,0.81,Medium,1-3g,Pitta excess,"Amla, Haritaki"
1,1345,herb_treats_condition,0.73,Medium,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,1346,herb_treats_condition,0.81,Low,50-100mg,Pitta excess,"Triphala, Haritaki"
1,1347,herb_treats_condition,0.91,Low,50-100mg,None,"Triphala, Haritaki"
1,1348,herb_treats_condition,0.68,High,500-1000mg,None,"Amla, Haritaki"
1,1349,herb_treats_condition,0.84,High,250-500mg,Pregnancy,"Tulsi, Ginger"
1,1350,herb_treats_condition,0.72,High,50-100mg,Pregnancy,"Triphala, Haritaki"
1,1351,herb_treats_condition,0.85,Low,500-1000mg,Pregnancy,"Tulsi, Ginger"
1,1352,herb_treats_condition,0.82,Medium,250-500mg,Pregnancy,"Amla, Haritaki"
1,1353,herb_treats_condition,0.73,Low,50-100mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1354,herb_treats_condition,0.93,High,50-100mg,Pregnancy,"Triphala, Haritaki"
1,1355,herb_treats_condition,0.81,Low,100-250mg,Pitta excess,"Amla, Haritaki"
1,1356,herb_treats_condition,0.84,Low,1-3g,None,"Ashwagandha, Brahmi"
1,1357,herb_treats_condition,0.88,High,250-500mg,None,"Guggulu, Shallaki"
1,1358,herb_treats_condition,0.91,Low,100-250mg,None,"Amla, Haritaki"
1,1359,herb_treats_condition,0.75,Low,1-3g,None,"Tulsi, Ginger"
1,1361,herb_treats_condition,0.92,High,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,1365,herb_treats_condition,0.88,Medium,250-500mg,Pitta excess,"Amla, Haritaki"
1,1366,herb_treats_condition,0.81,Medium,1-3g,Bleeding disorders,"Tulsi, Ginger"
1,1367,herb_treats_condition,0.94,Medium,500-1000mg,Pregnancy,"Ashwagandha, Brahmi"
1,1368,herb_treats_condition,0.94,High,50-100mg,Pitta excess,"Tulsi, Ginger"
1,1369,herb_treats_condition,0.65,Low,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1370,herb_treats_condition,0.88,High,250-500mg,Pitta excess,"Ashwagandha, Brahmi"
1,1371,herb_treats_condition,0.66,Medium,100-250mg,Pitta excess,"Tulsi, Ginger"
1,1373,herb_treats_condition,0.76,High,100-250mg,Pitta excess,"Tulsi, Ginger"
1,1374,herb_treats_condition,0.89,Low,1-3g,None,"Amla, Haritaki"
1,1375,herb_treats_condition,0.93,High,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,1376,herb_treats_condition,0.7,High,1-3g,Pregnancy,"Amla, Haritaki"
1,1377,herb_treats_condition,0.84,Low,1-3g,None,"Ashwagandha, Brahmi"
1,1378,herb_treats_condition,0.88,Medium,250-500mg,None,"Guggulu, Shallaki"
1,1379,herb_treats_condition,0.93,Low,100-250mg,Pregnancy,"Guggulu, Shallaki"
1,1380,herb_treats_condition,0.67,High,50-100mg,Bleeding disorders,"Amla, Haritaki"
1,1382,herb_treats_condition,0.82,Medium,1-3g,Pitta excess,"Triphala, Haritaki"
1,1383,herb_treats_condition,0.67,High,500-1000mg,None,"Amla, Haritaki"
1,1384,herb_treats_condition,0.82,Low,100-250mg,None,"Tulsi, Ginger"
1,1385,herb_treats_condition,0.89,Low,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1387,herb_treats_condition,0.79,High,50-100mg,None,"Tulsi, Ginger"
1,1388,herb_treats_condition,0.68,High,500-1000mg,Pitta excess,"Triphala, Haritaki"
1,1389,herb_treats_condition,0.79,Low,500-1000mg,None,"Amla, Haritaki"
1,1390,herb_treats_condition,0.71,High,1-3g,Pitta excess,"Triphala, Haritaki"
