node_id,name,scientific_name,taste,energy,post_digestive_effect,primary_dosha_balance,secondary_dosha_balance,region,properties,uses,contraindications,medicine_forms,rasa,guna,virya,vipaka,prabhava,reduces_vata,reduces_pitta,reduces_kapha,anti_inflammatory,analgesic,carminative,antimicrobial,antioxidant,hepatoprotective,anxiolytic,antipyretic,alkaloids,flavonoids,terpenoids,phenols,tannins,saponins,glycosides,lignans,sterols,coumarins,dosha_vata,dosha_pitta,dosha_kapha
58,Rishabhaka,Operculina turpethum,Bitter,Pungent,Pungent,Kapha,Vata,Bihar,"Laxative, Anti-inflammatory, Digestive stimulant, Anthelmintic","Constipation, Digestive disorders, Skin diseases, Parasitic infections","Pregnancy, Diarrhea","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Cloudy,Subtle,Dry",Cold,Pungent,Nervine tonic,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,-2,-2
59,Vacha,Acorus calamus,Bitter,Pungent,Pungent,Kapha,Vata,Uttar Pradesh,"Nootropic, Expectorant, Digestive stimulant, Anti-inflammatory","Memory enhancement, Respiratory disorders, Digestive issues, Mental disorders","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Rough,Subtle,Liquid",Cold,Pungent,Detoxifying,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,-1,-2
60,Tagara,Valeriana wallichii,Bitter,Pungent,Pungent,Vata,Kapha,Uttarakhand,"Sedative, Anxiolytic, Anti-spasmodic, Analgesic","Insomnia, Anxiety, Epilepsy, Mental disorders","Pregnancy, Depression","Churna (powder), Kwatha (decoction), Vati (tablets), Ghrita (ghee), Taila (oil)",Bitter,"Sticky,Light",Hot,Pungent,Rejuvenative,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,-3
61,Amalaki,Phyllanthus emblica,Sour,Sweet,Sweet,Pitta,All,Uttarakhand,"Rich in Vitamin C, Antioxidant, Immunomodulatory, Hepatoprotective","Immunity, Hair care, Digestion, Anti-aging","Diarrhea, Hyperacidity","Churna (powder), Kwatha (decoction), Avaleha (jam), Vati (tablets), Ghrita (ghee)",Sour,"Dense,Soft",Hot,Sweet,Galactagogue,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
62,Bibhitaki,Terminalia bellirica,Astringent,Sweet,Sweet,Kapha,Vata,Madhya Pradesh,"Astringent, Alterative, Anti-inflammatory, Hepatoprotective","Eye diseases, Respiratory disorders, Digestive issues","Pregnancy, Constipation","Churna (powder), Kwatha (decoction), Vati (tablets)",Astringent,Liquid,Hot,Sweet,Diaphoretic,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-3
63,Haritaki,Terminalia chebula,Astringent,Sweet,Sweet,Vata,Kapha,Madhya Pradesh,"Laxative, Rejuvenative, Alterative, Anti-inflammatory","Constipation, Digestive disorders, Skin diseases","Pregnancy, Diarrhea","Churna (powder), Kwatha (decoction), Vati (tablets)",Astringent,Cold,Hot,Sweet,Demulcent,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,-3
64,Bhringaraja,Eclipta alba,Bitter,Pungent,Sweet,Kapha,Pitta,Assam,"Hair tonic, Hepatoprotective, Anti-inflammatory, Antimicrobial","Hair loss, Liver disorders, Skin diseases","Pregnancy, Diarrhea","Churna (powder), Kwatha (decoction), Taila (oil), Vati (tablets), Swarasa (juice)",Bitter,"Smooth,Liquid",Hot,Sweet,Nervine tonic,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,-2,-3
65,Kushta,Saussurea lappa,Bitter,Pungent,Sweet,Kapha,Vata,Himachal Pradesh,"Carminative, Digestive stimulant, Anti-inflammatory, Anti-spasmodic","Digestive disorders, Respiratory issues, Skin diseases","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Stable,Oily,Dense",Hot,Sweet,Analgesic,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-2
66,Patanjali herbs,Mixed herbs,Bitter,Sweet,Astringent,Vata,Pitta,Uttar Pradesh,"Various therapeutic properties, Holistic healing, Balanced formulation, Multi-system benefits","Multiple conditions, General wellness, Preventive care, Holistic health","Individual allergies, Pregnancy contraindications","Churna (powder), Kwatha (decoction), Vati (tablets), Ghrita (ghee)",Bitter,"Subtle,Rough,Light",Hot,Astringent,Rejuvenating,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-1,-2
67,Sunthi,Zingiber officinale,Pungent,Sweet,Sweet,Kapha,Vata,Asia,"Carminative, Anti-emetic, Circulatory stimulant, Anti-inflammatory","Digestion, Nausea, Cold, Arthritis","Bleeding disorders, Pitta excess","Churna (powder), Kwatha (decoction), Vati (tablets)",Pungent,Sticky,Hot,Sweet,Demulcent,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2,3,-3
68,Maricha,Piper nigrum,Pungent,Hot,Sweet,Kapha,Vata,India,"Carminative, Digestive stimulant, Anti-inflammatory, Anthelmintic","Digestive disorders, Respiratory issues, Parasitic infections","Bleeding disorders, Pitta excess","Churna (powder), Vati (tablets), Kwatha (decoction)",Pungent,Bland,Hot,Sweet,Carminative,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,-2,3,-3
69,Pippali,Piper longum,Pungent,Hot,Sweet,Kapha,Vata,Bihar,"Carminative, Digestive stimulant, Rejuvenative, Anti-inflammatory","Digestive disorders, Respiratory issues, Male infertility","Bleeding disorders, Pitta excess","Churna (powder), Vati (tablets), Kwatha (decoction), Avaleha (jam)",Pungent,Subtle,Hot,Sweet,Galactagogue,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-1,3,-3
70,Shati,Hedychium spicatum,Bitter,Pungent,Sweet,Kapha,Vata,Karnataka,"Carminative, Digestive stimulant, Anti-inflammatory, Anti-spasmodic","Digestive disorders, Respiratory issues, Menstrual disorders","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,Soft,Hot,Sweet,Analgesic,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,-3
71,Musta,Cyperus rotundus,Bitter,Astringent,Sweet,Kapha,Vata,Bihar,"Carminative, Digestive stimulant, Anti-inflammatory, Anti-spasmodic","Digestive disorders, Diarrhea, Menstrual disorders","Pregnancy, Excess Vata","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Stable,Firm",Hot,Sweet,Carminative,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-3
72,Ushira,Vetiveria zizanioides,Sweet,Cool,Sweet,Pitta,Kapha,Tamil Nadu,"Cooling, Diuretic, Anti-inflammatory, Sedative","Fever, Burning sensations, Urinary disorders, Insomnia","Pregnancy, Cold constitution","Churna (powder), Kwatha (decoction), Vati (tablets), Taila (oil)",Sweet,"Mobile,Sharp,Clear",Cold,Sweet,Nervine tonic,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,-3,1
73,Chandana,Santalum album,Bitter,Cool,Sweet,Pitta,Kapha,Karnataka,"Cooling, Anti-inflammatory, Antimicrobial, Diuretic","Fever, Burning sensations, Skin diseases, Urinary disorders","Pregnancy, Cold constitution","Churna (powder), Kwatha (decoction), Taila (oil), Vati (tablets)",Bitter,"Dry,Dense,Heavy",Cold,Sweet,Galactagogue,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,-3,0
74,Aguru,Aquilaria malaccensis,Bitter,Astringent,Sweet,Kapha,Vata,Assam,"Sedative, Expectorant, Anti-inflammatory, Cardiotonic","Asthma, Insomnia, Heart disease, Respiratory disorders","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets), Taila (oil), Ghrita (ghee)",Bitter,"Sharp,Oily,Subtle",Cold,Sweet,Carminative,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,-1,-1
75,Krpasu,Barleria prionitis,Bitter,Cool,Sweet,Pitta,Kapha,Madhya Pradesh,"Anti-inflammatory, Analgesic, Anti-arthritic, Hepatoprotective","Arthritis, Liver disorders, Skin diseases, Fever","Pregnancy, Weak digestion","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Light,Stable",Cold,Sweet,Demulcent,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,3,-3,-2
76,Indrayava,Holarrhena antidysenterica,Bitter,Cool,Astringent,Vata,Pitta,Uttar Pradesh,"Anti-dysenteric, Anti-diarrheal, Anti-inflammatory, Hemostatic","Dysentery, Diarrhea, Bleeding disorders, Skin diseases","Pregnancy, Constipation","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Sticky,Cold,Sharp",Cold,Astringent,Carminative,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,-3,1
77,Kakamachi,Solanum nigrum,Bitter,Cool,Sweet,Pitta,Kapha,Madhya Pradesh,"Anti-inflammatory, Analgesic, Anti-arthritic, Hepatoprotective","Arthritis, Liver disorders, Skin diseases, Fever","Pregnancy, Weak digestion","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Light,Clear,Dense",Cold,Sweet,Rejuvenative,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,3,-3,-1
78,Karavellaka,Momordica charantia,Bitter,Cool,Sweet,Pitta,Kapha,Tamil Nadu,"Anti-diabetic, Anti-inflammatory, Hepatoprotective, Digestive","Diabetes, Liver disorders, Digestive issues, Skin diseases","Pregnancy, Weak digestion","Churna (powder), Kwatha (decoction), Vati (tablets), Swarasa (juice)",Bitter,"Mobile,Light,Firm",Cold,Sweet,Diaphoretic,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,-3,-2
79,Trivrit,Operculina turpethum,Bitter,Pungent,Pungent,Kapha,Vata,Bihar,"Laxative, Anti-inflammatory, Digestive stimulant, Anthelmintic","Constipation, Digestive disorders, Skin diseases, Parasitic infections","Pregnancy, Diarrhea","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Rough,Clear,Stable",Cold,Pungent,Rejuvenative,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-2
80,Karveera,Nerium indicum,Bitter,Pungent,Pungent,Kapha,Vata,Rajasthan,"Anti-inflammatory, Analgesic, Anti-arthritic, Digestive stimulant","Arthritis, Digestive disorders, Skin diseases, Joint pain","Pregnancy, Ulcers","Churna (powder), Kwatha (decoction), Vati (tablets), Taila (oil)",Bitter,Oily,Hot,Pungent,Galactagogue,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-3
81,Gairika,Red ochre clay,Bitter,Astringent,Sweet,Pitta,Kapha,Rajasthan,"Astringent, Cooling, Anti-inflammatory, Hemostatic","Bleeding disorders, Skin diseases, Digestive issues, Ulcers","Pregnancy, Constipation","Churna (powder), Vati (tablets)",Bitter,Sharp,Cold,Sweet,Nervine tonic,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,2,-3,-2
82,Svarjiksara,Alkaline salt,Bitter,Hot,Pungent,Kapha,Vata,Rajasthan,"Digestive stimulant, Anti-inflammatory, Laxative, Anthelmintic","Digestive disorders, Constipation, Skin diseases, Parasitic infections","Pregnancy, Ulcers","Churna (powder), Vati (tablets), Kwatha (decoction)",Bitter,"Sticky,Mobile",Hot,Pungent,Aphrodisiac,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,-3
83,Saindhava,Himalayan salt,Salty,Hot,Sweet,Kapha,Vata,Uttarakhand,"Digestive stimulant, Rejuvenative, Electrolyte balancer, Anti-inflammatory","Digestive disorders, Electrolyte imbalance, Skin diseases, General debility","Hypertension, Edema","Svarjikshara (alkaline salt), Vati (tablets)",Salty,"Cold,Stable",Hot,Sweet,Carminative,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,2,-2
84,Sauvarchala,Himalayan black salt,Pungent,Hot,Sweet,Kapha,Vata,Uttarakhand,"Digestive stimulant, Carminative, Rejuvenative, Anti-inflammatory","Digestive disorders, Flatulence, Skin diseases, General debility","Hypertension, Edema","Svarjikshara (alkaline salt), Vati (tablets)",Pungent,"Stable,Soft",Hot,Sweet,Rejuvenative,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-2,3,-3
85,Svarjikshara,Alkaline salt,Bitter,Hot,Pungent,Kapha,Vata,Rajasthan,"Digestive stimulant, Anti-inflammatory, Laxative, Anthelmintic","Digestive disorders, Constipation, Skin diseases, Parasitic infections","Pregnancy, Ulcers","Churna (powder), Vati (tablets), Kwatha (decoction)",Bitter,Dry,Hot,Pungent,Demulcent,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-3
86,Yavani,Trachyspermum ammi,Bitter,Pungent,Sweet,Kapha,Vata,Uttar Pradesh,"Carminative, Digestive stimulant, Anti-inflammatory, Anthelmintic","Digestive disorders, Respiratory issues, Parasitic infections","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Hot,Clear,Light",Cold,Sweet,Aphrodisiac,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,-1,-2
87,Ajaji,Trachyspermum copticum,Bitter,Pungent,Sweet,Kapha,Vata,Uttar Pradesh,"Carminative, Digestive stimulant, Anti-inflammatory, Anthelmintic","Digestive disorders, Respiratory issues, Parasitic infections","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Liquid,Oily,Hot",Cold,Sweet,Nervine tonic,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,-1
88,Dhanyaka,Coriandrum sativum,Bitter,Sweet,Sweet,Pitta,Kapha,Madhya Pradesh,"Cooling, Digestive stimulant, Anti-inflammatory, Diuretic","Fever, Digestive disorders, Skin diseases, Urinary disorders","Pregnancy, Cold constitution","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,Light,Hot,Sweet,Carminative,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,-2,-3
89,Sushavi,Polygonum aviculare,Bitter,Astringent,Sweet,Kapha,Vata,Uttar Pradesh,"Diuretic, Anti-inflammatory, Anti-lithic, Hemostatic","Urinary disorders, Kidney stones, Bleeding disorders, Skin diseases","Pregnancy, Dehydration","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Cloudy,Sharp",Cold,Sweet,Detoxifying,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-1,-2
90,Varuna,Crateva nurvala,Bitter,Astringent,Sweet,Vata,Kapha,Uttar Pradesh,"Diuretic, Anti-inflammatory, Anti-lithic, Anti-arthritic","Urinary disorders, Kidney stones, Arthritis, Skin diseases","Pregnancy, Dehydration","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Soft,Bland",Hot,Sweet,Rejuvenative,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-3
91,Gokshura,Tribulus terrestris,Sweet,Astringent,Sweet,Vata,Kapha,Rajasthan,"Diuretic, Aphrodisiac, Cooling, Anti-lithic","Urinary disorders, Kidney stones, Male infertility","Pregnancy, Pitta excess","Churna (powder), Kwatha (decoction), Vati (tablets)",Sweet,"Bland,Sharp",Cold,Sweet,Nervine tonic,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-3,-1,1
92,Punarnava,Boerhavia diffusa,Bitter,Astringent,Sweet,Vata,Kapha,Uttar Pradesh,"Diuretic, Anti-inflammatory, Cardiotonic, Hepatoprotective","Edema, Heart disease, Liver disorders, Urinary issues","Pregnancy, Dehydration","Churna (powder), Kwatha (decoction), Vati (tablets), Ghrita (ghee)",Bitter,"Oily,Subtle",Hot,Sweet,Rejuvenative,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-3
93,Guduchi,Tinospora cordifolia,Bitter,Sweet,Sweet,All,All,India,"Immunomodulatory, Anti-inflammatory, Antipyretic, Rejuvenative","Fever, Immunity, Digestive disorders, Skin diseases","Pregnancy, Autoimmune conditions","Churna (powder), Kwatha (decoction), Vati (tablets), Ghrita (ghee), Avaleha (jam)",Bitter,"Sticky,Dry",Hot,Sweet,Carminative,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,-2,-3
94,Amruta,Gymnema sylvestre,Bitter,Cool,Sweet,Pitta,Kapha,Karnataka,"Anti-diabetic, Anti-inflammatory, Hepatoprotective, Digestive","Diabetes, Liver disorders, Digestive issues, Skin diseases","Pregnancy, Weak digestion","Churna (powder), Kwatha (decoction), Vati (tablets), Swarasa (juice)",Bitter,"Heavy,Light",Cold,Sweet,Analgesic,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,-3,-1
95,Methi,Fenugreek,Bitter,Sweet,Sweet,Kapha,Vata,Rajasthan,"Anti-diabetic, Digestive stimulant, Galactagogue, Anti-inflammatory","Diabetes, Digestive disorders, Lactation, Skin diseases","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets), Swarasa (juice)",Bitter,"Sharp,Smooth",Hot,Sweet,Diaphoretic,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,-3
96,Kalonji,Nigella sativa,Pungent,Hot,Pungent,Kapha,Vata,Uttar Pradesh,"Carminative, Anti-inflammatory, Immunomodulatory, Galactagogue","Respiratory disorders, Digestive issues, Immunity, Lactation","Pregnancy, Bleeding disorders","Churna (powder), Taila (oil), Vati (tablets)",Pungent,Smooth,Hot,Pungent,Nervine tonic,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,-2,3,-3
97,Hingu,Ferula foetida,Pungent,Hot,Pungent,Kapha,Vata,Uttar Pradesh,"Carminative, Digestive stimulant, Anti-inflammatory, Anthelmintic","Digestive disorders, Flatulence, Respiratory issues, Parasitic infections","Pregnancy, Bleeding disorders","Churna (powder), Vati (tablets)",Pungent,"Heavy,Hot",Hot,Pungent,Rejuvenating,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,3,-3
98,Lashuna,Allium sativum,Pungent,Hot,Sweet,Kapha,Vata,India,"Anti-inflammatory, Antimicrobial, Cardio-protective, Anthelmintic","Respiratory disorders, Heart disease, Parasitic infections, Skin diseases","Bleeding disorders, Pitta excess","Churna (powder), Kwatha (decoction), Vati (tablets), Swarasa (juice)",Pungent,"Cold,Dense",Hot,Sweet,Rejuvenative,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,-1,3,-3
99,Rasona,Allium sativum,Pungent,Hot,Sweet,Kapha,Vata,India,"Anti-inflammatory, Antimicrobial, Cardio-protective, Anthelmintic","Respiratory disorders, Heart disease, Parasitic infections, Skin diseases","Bleeding disorders, Pitta excess","Churna (powder), Kwatha (decoction), Vati (tablets), Swarasa (juice)",Pungent,"Firm,Light,Liquid",Hot,Sweet,Demulcent,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,-1,3,-3
100,Shringavera,Zingiber zerumbet,Bitter,Pungent,Sweet,Kapha,Vata,Asia,"Carminative, Digestive stimulant, Anti-inflammatory, Anti-emetic","Digestive disorders, Nausea, Respiratory issues, Skin diseases","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets), Swarasa (juice)",Bitter,"Mobile,Sharp,Heavy",Cold,Sweet,Nervine tonic,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-1,-1
101,Karpoora,Cinnamomum camphora,Pungent,Hot,Sweet,Kapha,Vata,Asia,"Stimulant, Anti-inflammatory, Analgesic, Expectorant","Respiratory disorders, Pain, Skin diseases, Digestive issues","Pregnancy, Bleeding disorders","Churna (powder), Vati (tablets)",Pungent,Hot,Hot,Sweet,Aphrodisiac,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,-2,3,-3
102,Tailaparna,Elephantopus scaber,Bitter,Pungent,Sweet,Kapha,Vata,Karnataka,"Anti-inflammatory, Hepatoprotective, Anti-diabetic, Diuretic","Liver disorders, Diabetes, Skin diseases, Urinary disorders","Pregnancy, Weak digestion","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,Stable,Cold,Sweet,Rejuvenative,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,-2,-2
103,Shatapushpa,Anethum sowa,Bitter,Sweet,Sweet,Vata,Pitta,Uttar Pradesh,"Carminative, Digestive stimulant, Anti-inflammatory, Galactagogue","Digestive disorders, Lactation, Respiratory issues, Skin diseases","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Cloudy,Light,Sticky",Hot,Sweet,Detoxifying,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-2,-1
104,Sthula shatapushpa,Anethum graveolens,Bitter,Sweet,Sweet,Vata,Pitta,Uttar Pradesh,"Carminative, Digestive stimulant, Anti-inflammatory, Galactagogue","Digestive disorders, Lactation, Respiratory issues, Skin diseases","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Oily,Sticky,Cold",Cold,Sweet,Analgesic,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-3,2
105,Krishna jeeraka,Carum carvi,Bitter,Sweet,Sweet,Vata,Pitta,Uttar Pradesh,"Carminative, Digestive stimulant, Anti-inflammatory, Galactagogue","Digestive disorders, Lactation, Respiratory issues, Skin diseases","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Liquid,Light,Cloudy",Cold,Sweet,Diaphoretic,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,-3,0
106,Shweta jeeraka,Cuminum cyminum,Bitter,Sweet,Sweet,Vata,Pitta,Rajasthan,"Carminative, Digestive stimulant, Anti-inflammatory, Galactagogue","Digestive disorders, Lactation, Respiratory issues, Skin diseases","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Oily,Smooth,Rough",Hot,Sweet,Analgesic,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,-1
107,Saunf,Foeniculum vulgare,Sweet,Sweet,Sweet,Vata,Pitta,Rajasthan,"Carminative, Digestive stimulant, Galactagogue, Anti-inflammatory","Digestive disorders, Lactation, Respiratory issues, Skin diseases","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets)",Sweet,Sharp,Cold,Sweet,Demulcent,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,-3,-3,3
108,Mishreya,Melilotus indica,Bitter,Sweet,Sweet,Vata,Pitta,Uttar Pradesh,"Carminative, Digestive stimulant, Anti-inflammatory, Diuretic","Digestive disorders, Respiratory issues, Skin diseases, Urinary disorders","Pregnancy, Bleeding disorders","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,Dense,Cold,Sweet,Diaphoretic,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-3,1
109,Palasha,Butea monosperma,Bitter,Astringent,Sweet,Kapha,Vata,Madhya Pradesh,"Anti-inflammatory, Hemostatic, Anti-diabetic, Hepatoprotective","Bleeding disorders, Diabetes, Skin diseases, Liver disorders","Pregnancy, Constipation","Churna (powder), Kwatha (decoction), Vati (tablets), Ghrita (ghee)",Bitter,"Dry,Rough",Hot,Sweet,Detoxifying,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,-3
110,Palasha,Madhuca longifolia,Sweet,Cool,Sweet,Vata,Kapha,Madhya Pradesh,"Rejuvenative, Anti-inflammatory, Cooling, Lactogogue","General debility, Lactation, Skin diseases, Digestive issues","Pregnancy, Obesity","Churna (powder), Kwatha (decoction), Vati (tablets), Ghrita (ghee)",Sweet,"Soft,Clear,Bland",Cold,Sweet,Galactagogue,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-3,-2,1
111,Khadira,Acacia catechu,Bitter,Astringent,Sweet,Pitta,Kapha,Rajasthan,"Astringent, Anti-inflammatory, Antimicrobial, Cooling","Skin diseases, Bleeding disorders, Digestive issues, Mouth diseases","Pregnancy, Constipation","Churna (powder), Kwatha (decoction), Vati (tablets), Ghrita (ghee)",Bitter,Subtle,Hot,Sweet,Nervine tonic,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,-2,-3
112,Arjuna,Terminalia arjuna,Astringent,Sweet,Astringent,Kapha,Vata,Tamil Nadu,"Cardiotonic, Astringent, Cooling, Hemostatic","Heart disease, Bleeding disorders, Skin diseases","Pregnancy, Constipation","Churna (powder), Kwatha (decoction), Vati (tablets), Ghrita (ghee), Taila (oil)",Astringent,Liquid,Hot,Astringent,Diaphoretic,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,-3
113,Ashwattha,Ficus religiosa,Bitter,Astringent,Sweet,Vata,Kapha,Karnataka,"Astringent, Cooling, Anti-inflammatory, Hemostatic","Bleeding disorders, Skin diseases, Digestive issues, Urinary disorders","Pregnancy, Constipation","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Smooth,Heavy,Liquid",Cold,Sweet,Rejuvenating,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-2,-1
114,Piyala,Syzygium cumini,Bitter,Astringent,Sweet,Vata,Kapha,Tamil Nadu,"Astringent, Cooling, Anti-inflammatory, Anti-diabetic","Bleeding disorders, Diabetes, Digestive issues, Urinary disorders","Pregnancy, Constipation","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Dense,Firm,Stable",Hot,Sweet,Carminative,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-3
115,Dhataki,Woodfordia fruticosa,Bitter,Astringent,Sweet,Pitta,Kapha,Madhya Pradesh,"Astringent, Cooling, Anti-inflammatory, Hemostatic","Bleeding disorders, Skin diseases, Digestive issues, Urinary disorders","Pregnancy, Constipation","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,Firm,Cold,Sweet,Aphrodisiac,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,-3,-2
116,Madana,Randia dumetorum,Bitter,Astringent,Sweet,Pitta,Kapha,Madhya Pradesh,"Astringent, Cooling, Anti-inflammatory, Purgative","Bleeding disorders, Skin diseases, Digestive issues, Constipation","Pregnancy, Weak digestion","Churna (powder), Kwatha (decoction), Vati (tablets)",Bitter,"Sticky,Soft,Heavy",Cold,Sweet,Rejuvenating,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,-3,0
